,Company,TypeName,Inches,Cpu,Ram,Gpu,OpSys,Weight,Price,ScreenType,Resolution,TouchScreen,Cpu_Frequency,MemoryType,MemorySize
628,Asus,2 in 1 Convertible,13.3,Intel Core i5,6,Intel,Windows 10,Light,639.01,,1920x1080,1,2.5,HDD,1000
629,Dell,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,1820.0,,1920x1080,0,2.8,SSD,256
630,Asus,Ultrabook,14.0,Intel Core i7,16,Intel,Windows 10,Heavy,1900.0,,1920x1080,0,2.7,SSD,512
631,Dell,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,1479.0,,1920x1080,0,2.8,SSD and HDD,1256
632,Lenovo,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,Light,829.0,,1920x1080,0,1.6,SSD,256
633,Lenovo,Notebook,15.6,Intel Core i3,4,Nvidia,Windows 10,Light,579.0,,1920x1080,0,2.0,HDD,1000
634,Asus,Notebook,15.6,Other Intel,8,Intel,Windows 10,Medium,399.0,,1366x768,0,1.1,HDD,1000
635,Asus,Notebook,15.6,Intel Core i5,8,Nvidia,Windows 10,Medium,906.62,,1920x1080,0,2.5,HDD,1000
636,Dell,Ultrabook,13.3,Intel Core i5,8,Intel,Windows 10,Medium,1869.0,,3200x1800,1,1.6,SSD,256
637,Lenovo,Notebook,14.0,Other Intel,2,Intel,Windows 10,Light,249.0,,1366x768,0,1.6,Flash Storage,32
638,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,Medium,1757.42,IPS Panel,1920x1080,1,2.7,SSD,256
639,Dell,Notebook,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,2399.0,,3840x2160,1,2.8,SSD,1000
640,Lenovo,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,1109.0,IPS Panel,1920x1080,0,2.8,SSD and HDD,1128
641,HP,Notebook,17.0,AMD,8,AMD,Windows 10,Medium,520.9,,1600x900,0,3.0,HDD,1000
642,Lenovo,Ultrabook,14.0,Intel Core i7,16,Intel,Windows 10,Heavy,2450.0,IPS Panel,1920x1080,0,2.7,SSD,512
643,Asus,Gaming,15.6,Intel Core i7,8,Nvidia,No OS,Medium,1169.0,IPS Panel,1920x1080,0,2.8,HDD,1000
644,Acer,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,Light,450.0,,1366x768,0,2.0,HDD,500
645,Lenovo,Notebook,14.0,Other Intel,4,Intel,Windows 10,Light,274.0,,1366x768,0,1.6,Flash Storage,32
646,Acer,Ultrabook,14.0,Intel Core i5,8,Intel,Windows 10,Medium,919.0,IPS Panel,1920x1080,0,2.5,SSD,256
647,Razer,Gaming,14.0,Intel Core i7,16,Nvidia,Windows 10,Heavy,2599.0,,1920x1080,0,2.8,SSD,256
648,Toshiba,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,Medium,1213.0,,1920x1080,0,2.3,SSD,256
649,Lenovo,Ultrabook,12.5,Intel Core i7,8,Intel,Windows 10,Medium,1584.0,IPS Panel,1920x1080,0,2.7,SSD,256
650,Asus,Gaming,17.3,Intel Core i7,32,Nvidia,Windows 10,Heavy,2799.0,IPS Panel,1920x1080,0,2.7,SSD,512
651,Acer,Gaming,15.6,Intel Core i5,8,Nvidia,Linux,Medium,709.0,,1920x1080,0,2.5,HDD,1000
652,Dell,Ultrabook,13.3,Intel Core i5,8,Intel,Windows 10,Medium,1449.9,,1920x1080,0,1.6,SSD,256
653,MSI,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,1191.8,,1920x1080,0,2.8,SSD and HDD,1128
654,HP,Notebook,15.6,Intel Core i3,4,Intel,No OS,Light,364.9,,1366x768,0,2.0,HDD,500
655,Toshiba,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,Medium,1064.0,IPS Panel,1920x1080,0,2.5,HDD,500
656,Dell,Notebook,15.6,Intel Core i7,8,AMD,Windows 10,Medium,919.0,,1920x1080,0,1.8,SSD,256
657,Dell,Notebook,15.6,Intel Core i7,16,AMD,Windows 10,Heavy,1135.0,,1920x1080,0,1.8,SSD and HDD,2256
658,Lenovo,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,1196.0,IPS Panel,1920x1080,0,2.6,SSD and HDD,1128
659,Dell,Gaming,17.3,Intel Core i7,32,Nvidia,Windows 10,Heavy,3147.37,IPS Panel,3840x2160,0,2.8,SSD and HDD,1512
660,Dell,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,Medium,1229.0,,1920x1080,0,2.4,SSD,256
661,Lenovo,Notebook,15.6,Other Intel,4,Intel,Windows 10,Light,419.0,,1366x768,0,1.1,HDD,500
662,Lenovo,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,Light,535.0,,1920x1080,0,2.3,HDD,500
663,HP,Notebook,15.6,Intel Core i3,6,AMD,Windows 10,Light,539.0,,1920x1080,0,2.0,HDD,1000
664,MSI,Gaming,17.3,Intel Core i7,8,Nvidia,Windows 10,Medium,1486.77,,1920x1080,0,2.8,SSD and HDD,1128
665,Toshiba,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,Light,498.0,,1366x768,0,2.1,SSD,128
666,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,Medium,955.0,,1920x1080,0,2.5,HDD,1000
667,HP,Notebook,15.6,Intel Core i7,8,AMD,Windows 10,Medium,745.0,,1920x1080,0,2.7,HDD,1000
668,Toshiba,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,Medium,1258.0,IPS Panel,1920x1080,0,2.5,SSD,256
669,Acer,Notebook,15.6,Intel Core i3,4,Intel,Linux,Light,412.0,,1366x768,0,2.0,SSD,128
670,Microsoft,Ultrabook,13.5,Intel Core i7,8,Intel,Windows 10 S,Medium,1867.85,,2256x1504,1,2.8,SSD,256
671,Lenovo,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,Medium,817.95,,1920x1080,0,2.5,SSD and HDD,1128
672,Lenovo,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,Medium,1034.0,IPS Panel,1920x1080,1,2.5,SSD,256
673,Lenovo,Notebook,15.6,AMD,4,AMD,Windows 10,Light,349.0,,1366x768,0,2.2,SSD,128
674,HP,2 in 1 Convertible,14.0,Intel Core i3,4,Nvidia,Windows 10,Light,699.0,IPS Panel,1920x1080,1,2.4,SSD,128
675,MSI,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,1294.0,,1920x1080,0,2.8,SSD and HDD,1256
676,Asus,Ultrabook,14.0,Intel Core i5,8,Intel,Windows 10,Medium,1135.0,,1920x1080,0,2.5,SSD,256
677,HP,2 in 1 Convertible,11.6,Other Intel,8,Intel,Chrome OS,Medium,495.0,,1366x768,1,1.1,Flash Storage,64
678,LG,Ultrabook,15.6,Intel Core i7,8,Intel,Windows 10,Medium,2299.0,IPS Panel,1920x1080,0,1.8,SSD,512
679,Acer,Gaming,15.6,Intel Core i5,16,Nvidia,Windows 10,Heavy,1299.0,,1920x1080,0,2.5,SSD,256
680,MSI,Gaming,15.6,Intel Core i5,8,Nvidia,Windows 10,Medium,997.9,,1920x1080,0,2.5,SSD,256
681,Asus,Notebook,15.6,Other Intel,4,Intel,Windows 10,Light,419.0,,1366x768,0,1.1,SSD,128
682,Dell,Gaming,15.6,Intel Core i5,16,Nvidia,Windows 10,Heavy,2051.0,,1920x1080,0,2.5,SSD and HDD,1128
683,HP,Notebook,17.3,Intel Core i3,4,AMD,Windows 10,Light,699.0,IPS Panel,1920x1080,0,2.0,SSD,256
684,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,Medium,1499.0,IPS Panel,1920x1080,1,1.8,SSD,512
685,Dell,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,2813.75,,1920x1080,0,2.9,SSD and HDD,1256
686,HP,Notebook,15.6,Intel Core i5,4,AMD,Windows 10,Light,612.61,,1366x768,0,2.5,HDD,500
687,Dell,Notebook,15.6,Intel Core i3,4,AMD,Windows 10,Light,545.67,,1366x768,0,2.0,HDD,1000
688,HP,Notebook,17.3,AMD,6,AMD,Windows 10,Light,569.0,IPS Panel,1920x1080,0,2.4,HDD,2000
689,Lenovo,Notebook,15.6,Other Intel,4,Intel,Windows 10,Light,318.0,,1366x768,0,1.6,HDD,500
690,Acer,Notebook,14.0,Other Intel,4,Intel,Chrome OS,Light,375.0,,1366x768,0,1.6,Flash Storage,32
691,Lenovo,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,Light,699.0,,1920x1080,0,2.5,SSD,256
692,HP,Workstation,17.3,Intel Core i7,8,Nvidia,Windows 10,Medium,1907.99,,1920x1080,0,2.8,HDD,500
693,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,8,Intel,Windows 10,Medium,2590.0,,2560x1440,1,2.7,SSD,256
694,Toshiba,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,Medium,973.0,IPS Panel,1920x1080,0,2.5,SSD,256
695,Acer,Netbook,11.6,Other Intel,4,Intel,Windows 10,Light,269.0,,1366x768,0,1.6,Flash Storage,32
696,Lenovo,2 in 1 Convertible,14.0,Intel Core i7,16,Intel,Windows 10,Heavy,1749.0,,1920x1080,1,2.7,SSD,512
697,Asus,2 in 1 Convertible,12.5,Other Intel,4,Intel,Chrome OS,Light,669.0,,1920x1080,1,0.9,Flash Storage,64
698,Toshiba,Ultrabook,13.3,Intel Core i7,16,Intel,Windows 10,Heavy,1877.0,,1920x1080,1,2.5,SSD,512
699,HP,Notebook,15.6,Intel Core i7,4,AMD,Windows 10,Light,689.0,IPS Panel,1920x1080,0,2.7,HDD,500
700,Dell,Gaming,15.6,Intel Core i5,8,Nvidia,Windows 10,Medium,819.0,,1920x1080,0,2.5,HDD,1000
701,Lenovo,Notebook,15.6,AMD,4,AMD,Windows 10,Light,399.0,,1920x1080,0,2.9,SSD,256
702,Lenovo,Notebook,15.6,AMD,8,AMD,Windows 10,Medium,429.0,,1366x768,0,3.6,HDD,1000
703,Lenovo,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,Light,621.45,,1920x1080,0,2.5,HDD,2000
704,Lenovo,Notebook,15.6,Intel Core i3,4,Intel,No OS,Light,450.0,,1366x768,0,2.0,HDD,500
705,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,Medium,795.0,,1920x1080,0,2.5,SSD,256
706,Acer,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,Medium,999.0,IPS Panel,1920x1080,1,1.6,SSD,256
707,Lenovo,Workstation,15.6,Intel Core i7,16,Nvidia,Windows 7,Heavy,1855.0,,1920x1080,0,2.5,SSD,512
708,Lenovo,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,Medium,1191.0,,1920x1080,0,2.3,SSD,256
709,HP,Notebook,17.3,AMD,6,AMD,Windows 10,Light,655.01,IPS Panel,1920x1080,0,2.5,HDD,2000
710,Lenovo,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,1249.0,IPS Panel,1920x1080,0,2.8,SSD and HDD,1128
711,Dell,Notebook,14.0,Intel Core i5,8,Nvidia,Linux,Medium,1089.0,,1920x1080,0,2.8,SSD,256
712,Dell,Notebook,15.6,Intel Core i5,8,Intel,Linux,Medium,726.0,,1920x1080,0,2.5,HDD,1000
713,Asus,Notebook,14.0,Other Intel,4,Intel,Windows 10,Light,298.0,,1920x1080,0,1.1,Flash Storage,32
714,Dell,Notebook,15.6,Intel Core i5,16,Intel,Windows 10,Heavy,1426.66,,1920x1080,0,2.6,SSD,512
715,Lenovo,Notebook,14.0,Intel Core i5,8,Nvidia,Windows 10,Medium,857.07,IPS Panel,1920x1080,0,2.5,SSD,256
716,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,Medium,1179.0,,1920x1080,0,2.6,SSD,256
717,Lenovo,Notebook,15.6,AMD,4,AMD,Windows 10,Light,298.0,,1366x768,0,2.0,HDD,500
718,Mediacom,Notebook,14.0,Other Intel,4,Intel,Windows 10,Light,265.0,IPS Panel,1920x1200,0,1.92,HDD,32
719,HP,Notebook,17.3,Intel Core i7,8,Nvidia,Windows 10,Medium,1200.0,,1920x1080,0,2.7,SSD,256
720,Lenovo,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,Medium,1686.64,IPS Panel,2560x1440,0,2.5,SSD,512
721,HP,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,Medium,836.6,IPS Panel,1366x768,1,2.5,SSD,256
722,Lenovo,Ultrabook,14.0,Intel Core i5,8,Intel,Windows 10,Medium,1499.0,IPS Panel,1920x1080,0,2.5,SSD,256
723,Dell,Gaming,17.3,Intel Core i7,32,Nvidia,Windows 10,Heavy,3659.4,,3840x2160,0,2.8,SSD and HDD,2000
724,MSI,Gaming,17.3,Intel Core i7,8,Nvidia,Windows 10,Medium,1348.48,,1920x1080,0,2.8,SSD and HDD,1128
725,Lenovo,Notebook,15.6,Intel Core i5,4,Intel,No OS,Light,489.9,,1366x768,0,2.5,HDD,1000
726,Dell,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,Medium,719.0,,1920x1080,0,1.6,SSD and HDD,1128
727,Dell,2 in 1 Convertible,13.3,Intel Core i3,4,Intel,Windows 10,Light,649.0,,1920x1080,1,2.4,HDD,1000
728,Dell,Notebook,15.6,Intel Core i5,8,AMD,Linux,Medium,589.52,,1366x768,0,2.5,HDD,1000
729,HP,Notebook,15.6,AMD,4,AMD,Windows 10,Light,489.0,,1920x1080,0,3.0,HDD,1000
730,Acer,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,1935.0,IPS Panel,1920x1080,0,2.6,SSD and HDD,1128
731,Dell,Notebook,15.6,Intel Core i5,12,Intel,Windows 10,Heavy,649.0,,1366x768,0,2.5,HDD,1000
732,HP,Notebook,15.6,AMD,6,AMD,Windows 10,Light,650.0,,1920x1080,0,3.0,SSD and HDD,1128
733,Acer,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,Light,559.0,,1366x768,0,2.5,HDD,500
734,Lenovo,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,Medium,960.0,IPS Panel,1920x1080,0,2.5,SSD,256
735,Lenovo,Notebook,15.6,Intel Core i7,4,Intel,Windows 10,Light,779.0,,1920x1080,0,2.7,HDD,1000
736,HP,Workstation,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,2419.0,,1920x1080,0,2.8,SSD,256
737,Dell,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,Medium,659.0,,1920x1080,1,1.6,HDD,1000
738,MSI,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,2094.48,,1920x1080,0,2.8,SSD and HDD,1256
739,Acer,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,Light,410.8,,1366x768,0,2.0,HDD,500
740,Dell,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,1207.0,,1920x1080,0,2.7,SSD and HDD,1128
741,Dell,Notebook,15.6,Intel Core i3,8,Intel,Windows 10,Medium,665.0,,1366x768,0,2.0,SSD,256
742,Toshiba,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,Medium,1535.0,IPS Panel,1920x1080,1,2.5,SSD,256
743,Lenovo,2 in 1 Convertible,14.0,Intel Core i5,8,Intel,Windows 10,Medium,999.0,,1920x1080,1,2.5,SSD,256
744,Lenovo,Workstation,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,3299.0,IPS Panel,3840x2160,0,2.8,SSD,1000
745,Acer,Notebook,14.0,Other Intel,2,Intel,Chrome OS,Light,330.0,,1366x768,0,1.6,Flash Storage,32
746,Samsung,Ultrabook,13.3,Intel Core i7,16,Intel,Windows 10,Heavy,1649.0,,1920x1080,0,2.7,SSD,256
747,HP,Notebook,15.6,Intel Core i3,8,Intel,Windows 10,Medium,539.0,,1920x1080,0,2.0,SSD,256
748,Dell,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,Medium,1126.71,,1366x768,0,2.5,SSD,256
749,HP,Workstation,17.3,Other Intel,16,Nvidia,Windows 7,Heavy,4389.0,IPS Panel,1920x1080,0,2.9,SSD,256
750,Lenovo,Netbook,11.6,Other Intel,4,Intel,Windows 10,Light,475.0,,1366x768,1,1.6,SSD,128
751,HP,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,Medium,1900.0,,1920x1080,0,2.4,SSD,256
752,Asus,Notebook,15.6,Intel Core i5,4,Nvidia,No OS,Light,579.0,,1366x768,0,2.3,HDD,1000
753,Lenovo,Ultrabook,14.0,Intel Core i5,4,Intel,Windows 10,Light,1096.0,,1920x1080,0,2.3,SSD,180
754,Asus,Notebook,15.6,Intel Core i7,4,Intel,Windows 10,Light,849.9,,1366x768,0,2.7,SSD,256
755,Lenovo,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,Medium,1199.0,IPS Panel,3200x1800,1,1.8,SSD,256
756,HP,Notebook,15.6,Intel Core i5,8,Nvidia,Windows 10,Medium,1099.0,IPS Panel,1920x1080,0,2.5,SSD and HDD,1128
757,HP,Workstation,15.6,Intel Core i7,8,Nvidia,Windows 7,Medium,1561.0,,1920x1080,0,2.6,SSD,256
758,Dell,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,2868.99,IPS Panel,3840x2160,0,2.8,SSD and HDD,1256
759,Acer,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,Light,599.0,,1366x768,0,2.5,SSD,256
760,Lenovo,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,1048.0,IPS Panel,1920x1080,0,2.8,SSD and HDD,1128
761,Dell,Ultrabook,12.5,Intel Core i7,16,Intel,Windows 10,Heavy,1859.0,,1920x1080,0,2.8,SSD,256
762,Google,Ultrabook,12.3,Intel Core i5,8,Intel,Chrome OS,Medium,1559.0,,2400x1600,1,1.2,SSD,256
763,Asus,Ultrabook,13.3,Intel Core i5,8,Intel,Windows 10,Medium,1129.0,IPS Panel,3200x1800,0,2.5,SSD,256
764,Dell,Notebook,13.3,Intel Core i3,4,Intel,Windows 10,Light,849.0,,1366x768,0,2.0,HDD,500
765,Acer,Notebook,13.3,Intel Core i5,4,Intel,Windows 10,Light,655.0,,1366x768,0,2.3,SSD,128
766,Asus,Notebook,17.3,Other Intel,4,Nvidia,Windows 10,Light,470.34,,1366x768,0,1.1,HDD,1000
767,Dell,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,1099.0,IPS Panel,3840x2160,1,2.6,SSD and HDD,1128
768,Samsung,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,Medium,1599.0,,1920x1080,1,2.7,SSD,256
769,Acer,Notebook,15.6,Other Intel,4,Intel,Linux,Light,298.0,,1366x768,0,1.1,HDD,1000
770,Dell,Notebook,15.6,Intel Core i7,16,AMD,Windows 10,Heavy,1181.27,,1920x1080,0,2.7,SSD,256
771,Samsung,2 in 1 Convertible,15.0,Intel Core i7,16,AMD,Windows 10,Heavy,1799.0,,1920x1080,1,2.7,SSD,256
772,Toshiba,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,Light,1020.0,IPS Panel,1366x768,0,2.3,SSD,128
773,Dell,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,1099.0,,1920x1080,0,2.8,HDD,1000
774,HP,Ultrabook,12.5,Intel Core i5,4,Intel,Windows 10,Light,1244.0,,1366x768,0,2.3,SSD,256
775,Asus,2 in 1 Convertible,15.6,Intel Core i7,12,Nvidia,Windows 10,Heavy,839.0,,1920x1080,1,2.7,HDD,2000
776,Lenovo,Notebook,15.6,Intel Core i7,16,Nvidia,Windows 7,Heavy,2370.0,,3840x2160,0,2.7,SSD,512
777,Acer,Notebook,14.0,Intel Core i3,4,Intel,Windows 10,Light,636.0,IPS Panel,1920x1080,0,2.4,SSD,128
778,Razer,Gaming,14.0,Intel Core i7,16,Nvidia,Windows 10,Heavy,2899.0,,1920x1080,0,2.8,SSD,512
779,Asus,Notebook,15.6,Other Intel,8,Intel,Windows 10,Medium,581.9,,1920x1080,0,1.1,SSD,128
780,Dell,Gaming,17.3,Intel Core i7,32,Nvidia,Windows 10,Heavy,3588.8,IPS Panel,1920x1080,0,2.8,SSD and HDD,2000
781,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,2350.0,IPS Panel,1920x1080,0,2.6,SSD and HDD,1256
782,Toshiba,Ultrabook,14.0,Intel Core i7,16,Nvidia,Windows 10,Heavy,1764.0,IPS Panel,1920x1080,0,2.6,SSD,512
783,Lenovo,Notebook,15.6,Other Intel,8,Intel,No OS,Medium,329.0,,1366x768,0,1.6,HDD,1000
784,Lenovo,Ultrabook,14.0,Intel Core i7,16,Intel,Windows 10,Heavy,2299.0,,1920x1080,0,2.7,SSD,512
785,MSI,Gaming,14.0,Intel Core i7,16,Nvidia,Windows 10,Heavy,1891.0,IPS Panel,1920x1080,0,2.8,SSD and HDD,1256
786,MSI,Gaming,15.6,Intel Core i5,8,Nvidia,Windows 10,Medium,1089.0,,1920x1080,0,2.5,SSD and HDD,1128
787,Lenovo,Gaming,15.6,Intel Core i7,4,Nvidia,Windows 10,Light,999.0,IPS Panel,1920x1080,0,2.8,HDD,1000
788,Acer,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,2299.0,IPS Panel,1920x1080,0,2.8,SSD and HDD,1256
789,Dell,Gaming,15.6,Intel Core i5,8,Nvidia,Windows 10,Medium,985.0,,1920x1080,0,2.5,SSD,256
790,Asus,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,1339.0,,1920x1080,0,2.8,SSD and HDD,1128
791,Vero,Notebook,14.0,Other Intel,4,Intel,Windows 10,Light,202.9,,1920x1080,0,1.1,Flash Storage,32
792,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,Medium,1970.0,IPS Panel,1920x1080,1,2.7,SSD,512
793,Lenovo,2 in 1 Convertible,15.6,Intel Core i5,8,AMD,Windows 10,Medium,959.0,,1920x1080,1,2.5,SSD,256
794,Apple,Ultrabook,12.0,Other Intel,8,Intel,Mac OS X,Medium,1165.0,IPS Panel Retina,2304x1440,0,1.2,Flash Storage,512
795,Lenovo,2 in 1 Convertible,14.0,Intel Core i5,8,Intel,Windows 10,Medium,2330.0,IPS Panel,2560x1440,1,2.5,SSD,256
796,Asus,Notebook,14.0,Other Intel,4,Intel,Windows 10,Light,299.0,,1366x768,0,1.1,Flash Storage,32
797,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,Medium,810.0,,1366x768,0,2.5,SSD,128
798,Lenovo,2 in 1 Convertible,13.9,Intel Core i7,8,Intel,Windows 10,Medium,1349.0,IPS Panel,1920x1080,1,2.7,SSD,256
799,Dell,Notebook,15.6,Intel Core i3,8,AMD,Windows 10,Medium,739.0,,1920x1080,0,2.0,SSD,256
800,HP,Workstation,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,2064.9,,1920x1080,0,2.8,SSD,256
801,Asus,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,Medium,1099.0,,1920x1080,0,2.5,SSD,256
802,Dell,Ultrabook,13.3,Intel Core i5,8,Intel,Windows 10,Medium,1499.0,,1920x1080,0,2.5,SSD,256
803,Dell,Notebook,15.6,Intel Core i5,8,Nvidia,Windows 10,Medium,1749.0,,3840x2160,1,2.5,SSD,256
804,Dell,Netbook,11.6,Other Intel,4,Intel,Windows 10,Light,744.0,,1366x768,0,1.1,SSD,128
805,HP,Netbook,12.5,Intel Core i5,8,Intel,Windows 10,Medium,1389.0,,1366x768,0,2.6,SSD,256
806,Toshiba,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,Light,780.0,,1366x768,0,2.3,HDD,500
807,HP,Notebook,15.6,AMD,8,AMD,Windows 10,Medium,629.0,,1366x768,0,2.5,HDD,2000
808,Dell,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,1679.0,,3840x2160,0,2.8,SSD,512
809,Lenovo,Notebook,15.6,Intel Core i5,4,Nvidia,Windows 10,Light,609.0,,1920x1080,0,2.5,HDD,1000
810,HP,Gaming,17.3,Intel Core i7,12,AMD,Windows 10,Heavy,1749.0,IPS Panel,1920x1080,0,2.8,HDD,1000
811,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,2415.0,,1920x1080,0,2.8,SSD and HDD,1512
812,Samsung,Ultrabook,13.3,Intel Core i5,8,Intel,Windows 10,Medium,1499.0,,1920x1080,0,2.5,SSD,256
813,Dell,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,961.0,,1920x1080,0,2.7,HDD,1000
814,Dell,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,Medium,789.81,,1920x1080,0,2.5,SSD,256
815,Lenovo,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,Medium,1859.0,,1920x1080,0,2.7,SSD,256
816,Razer,Ultrabook,12.5,Intel Core i7,16,Intel,Windows 10,Heavy,1799.0,IPS Panel,3840x2160,1,2.5,SSD,512
817,HP,Netbook,11.6,Other Intel,4,Intel,Chrome OS,Light,385.0,,1366x768,0,1.6,Flash Storage,16
818,Dell,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,2505.02,IPS Panel,1920x1080,0,2.8,SSD and HDD,1128
819,Dell,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,Light,755.0,,1366x768,0,2.3,HDD,500
820,Lenovo,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,Light,489.9,,1366x768,0,2.0,HDD,500
821,Toshiba,Ultrabook,14.0,Intel Core i5,4,Intel,Windows 10,Light,1090.0,,1366x768,0,2.5,SSD,128
822,Lenovo,Ultrabook,14.0,Intel Core i7,8,Intel,Windows 10,Medium,2499.0,IPS Panel,1920x1080,0,2.7,SSD,512
823,MSI,Gaming,15.6,Intel Core i5,8,Nvidia,Windows 10,Medium,1199.0,,1920x1080,0,2.5,SSD,256
824,Lenovo,Ultrabook,14.0,Intel Core i5,8,Intel,Windows 10,Medium,1875.0,IPS Panel,1920x1080,0,2.5,Flash Storage,256
825,Toshiba,Notebook,14.0,Other Intel,4,Intel,Windows 10,Light,499.0,,1366x768,0,2.1,SSD,128
826,Asus,2 in 1 Convertible,13.3,Intel Core i5,8,Intel,Windows 10,Medium,1358.0,,1920x1080,1,2.5,SSD,256
827,Dell,Notebook,14.0,Intel Core i3,4,Intel,Windows 10,Light,585.0,,1366x768,0,2.0,HDD,500
828,Acer,Netbook,11.6,Other Intel,4,Intel,Chrome OS,Light,355.0,IPS Panel,1366x768,0,1.6,Flash Storage,32
829,Acer,Notebook,14.0,Intel Core i3,8,Intel,Windows 10,Medium,619.0,IPS Panel,1920x1080,0,2.4,SSD,128
830,Razer,Gaming,17.3,Intel Core i7,32,Nvidia,Windows 10,Heavy,5499.0,,3840x2160,1,2.9,SSD,512
831,Lenovo,Ultrabook,14.0,Intel Core i7,16,Intel,Windows 10,Heavy,2099.0,IPS Panel,2560x1440,0,2.6,SSD,512
832,Asus,Notebook,15.6,Intel Core i5,4,Nvidia,Linux,Light,519.0,,1920x1080,0,2.5,HDD,1000
833,Lenovo,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,Medium,1186.0,,1920x1080,0,2.3,SSD,256
834,Lenovo,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,Medium,1650.0,IPS Panel,1920x1080,0,2.6,SSD,256
835,Dell,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,2774.63,,1920x1080,0,2.8,SSD and HDD,1256
